job_id,title,company,location,description,url,Job_IS_Amazon,Job_IS_MSFT,Job_IS_Google,Job_IS_Alibaba
4026419284,Finance Operations Associate,Atome,"singapore, singapore","About the job About Atome Financial Headquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products: • Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands • Atome Card: A paylater anywhere card. • Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK). Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders Job Description • Manage day to day functions of A/P, A/R and GL. • Process daily settlements and payments. • Ensure accounts payable invoice and expenses claims are accurate, properly coded and approved by relevant cost center Manager. • Help in Vendor onboarding and procurement system. • Creation of journals and entries in ERP. • Other ad-hoc duties as required and/or assigned. Basic Requirements • Diploma in Accounting or Finance. • Fresh graduates with positive learning attitude are welcome to apply. • Strong problem solving and analytical skills. • Excellent communication skills and team player. • Proficiency in using Excel. Preferred Requirements • Degree in Accounting or Finance. • Min 1-3 year experience of finance operations, MNC experience would be an advantage. • Experience using ERP system (Oracle or SAP). See more",https://www.linkedin.com/jobs/view/4026419284/,[],[],[],[]
4191492284,Risk Analytics & MIS Specialist (BNPL),Atome,"gambir, jakarta, indonesia","About the job Job Description • Support unsecured retail consumer financing risk team by performing risk analysis, tests and modelling to optimize portfolio quality, business growth and profitability. • Collaborate with stakeholders to ensure the availability, integrity and quality of data and reporting for internal, regulator and various funding partners. • Assist system parameter changes, rule engine strategy management, development of reporting automation &amp; dashboards and other ad hoc projects. • Organize documentation and log of risk strategy changes. • Escalate key risk issues to Senior Management to allow timely risk mitigation. Job Requirements • Proficiency in data science programming languages such as SQL or Python or R. • Bachelor’s / Master’s degree from reputable universities, with major in Computer Science, Information System, IT, Informatics, Mathematics, Statistics, Actuary, Engineering or any other similar fields. • Fluency in English both in written &amp; verbal. Chinese/Mandarin is a plus. • Fresh graduate is welcome to apply. See more",https://www.linkedin.com/jobs/view/4191492284/,[],[],[],[]
4191488681,Risk Analytics and MIS Specialist (BNPL),Atome,"gambir, jakarta, indonesia","About the job Job Description • Support unsecured retail consumer financing risk team by performing risk analysis, tests and modelling to optimize portfolio quality, business growth and profitability. • Collaborate with stakeholders to ensure the availability, integrity and quality of data and reporting for internal, regulator and various funding partners. • Assist system parameter changes, rule engine strategy management, development of reporting automation &amp; dashboards and other ad hoc projects. • Organize documentation and log of risk strategy changes. • Escalate key risk issues to Senior Management to allow timely risk mitigation. Job Requirements • Proficiency in data science programming languages such as SQL or Python or R. • Bachelor’s / Master’s degree from reputable universities, with major in Computer Science, Information System, IT, Informatics, Mathematics, Statistics, Actuary, Engineering or any other similar fields. • Fluency in English both in written &amp; verbal. Chinese/Mandarin is a plus. • Fresh graduate is welcome to apply. See more",https://www.linkedin.com/jobs/view/4191488681/,[],[],[],[]
4190297579,Algorithm Intern,ADVANCE.AI,"singapore, singapore","About the job Company Introduction ADVANCE.AI is a leading AI company that provides digital transformation, fraud prevention, and process automation solutions for enterprise clients. ADVANCE.AI currently partners over 500 enterprise clients across banking, financial services, fintech, payment, retail and e-commerce sectors. Headquartered in Singapore, ADVANCE.AI has a global footprint across 9 markets in 3 continents. ADVANCE.AI is part of Advance Intelligence Group, an AI-driven technology company that consists of an ecosystem of AI-powered, credit-enabled products and services that includes consumer financing, digital identity verification and risk management as well as enterprise resource planning software. Founded in 2016, the Group has presence across South and Southeast Asia, Latin America and Greater China. The Group is backed by top tier investors SoftBank Vision Fund 2, Warburg Pincus, Northstar,Vision Plus Capital, Gaorong Capital, Pavilion Capital, GSR Ventures and Singapore-based global investor EDBI. ADVANCE.AI was named ASEAN Fintech winner at the 2023 Singapore Fintech Festival Global Fintech Awards for its risk management technology. Advance Intelligence Group employees are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders What You Will Do Advanced ML Research and Development: • Explore and implement innovative methods for training, distillation, and fine-tuning of Large Language Models (LLMs). • Stay abreast of the latest research and advancements in the field to continually enhance model performance and capabilities. Prepare Multi-Modal Training Datasets • Collect, preprocess, and curate diverse datasets that include text, images, and other relevant modalities to train robust OCR systems. • Ensure datasets are comprehensive and representative of real-world scenarios to improve model generalization. Resolve Complex OCR Challenges • Identify and address OCR issues arising from various complex scenarios, such as distorted text, diverse fonts, and varying document formats. • Develop highly efficient, generalized models capable of accurately processing a wide range of documents. Oversee ML Lifecycle • Manage the end-to-end machine learning lifecycle, including data preparation, model training, optimization, deployment, and monitoring. • Implement best practices for version control, testing, and continuous integration/continuous deployment (CI/CD) of ML models. What You'll Need To Succeed • Currently enrolled in an undergraduate or graduate program in Computer Science, Data Science, AI, Machine Learning, or a related field. • Strong foundation in AI and machine learning concepts and techniques. • Proficient in programming languages such as Python, and familiar with AI and ML frameworks. • Excellent analytical and problem-solving skills. • Research and Innovation: Stay up-to-date with the latest advancements in generative AI, machine learning, and deep learning techniques, identifying opportunities to integrate them into our products and services. • Experience in NLP and LLMs, with a consistent record of contributions to large AI domain software and data engineering projects relevant to the financial services or cybersecurity industry. Why You Should Join Us • Immersive hands-on experience with real-world projects. • Mentorship from experienced algorithm engineers. • Exposure to cutting-edge technologies and industry best practices. • A dynamic and forward-thinking work environment. • Office situated near MRT station • Free lunch provided with amazing choices See more",https://www.linkedin.com/jobs/view/4190297579/,[],[],[],[]
4199399891,Fraud Investigator (to be based in Johor),Atome,"kuala lumpur, federal territory of kuala lumpur, malaysia","About the job About Atome Financial Headquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products: • Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands • Atome Card: A paylater anywhere card. • Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK). Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders Job Description • Monitoring of transactions for signs of possible fraud attack. Taking prompt action to stop the attack once it is identified. • Commence investigation into allegations of cheating or abuse committed by merchants and users. • Perform field assignments to obtain relevant evidence and information. • Review and research evidence/documents to analyse the overall fact pattern of claim. • Prepare and coordinate with compliance team to commence actions against possible crimes committed. • Coordinate with legal team to provide deposition strategies and use law enforcement resources for assistance. • Review and recommend possible prevention strategies from the results of investigation concluded. Requirement • Minimum 1-2 years experience in field assignment. • Good organisational skills to manage a high volume of assigned cases. • Ability to form hypothesis based on minimum data, perform investigation, and build a case. • Having Antifraud knowledge is a plus. • Good communication skills. • Excellent analytical and interrogation skills. See more",https://www.linkedin.com/jobs/view/4199399891/,[],[],[],[]
4191906534,Business Development Intern,Atome,"kuala lumpur, federal territory of kuala lumpur, malaysia","About the job About Atome Financial Headquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products: • Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands • Atome Card: A paylater anywhere card. • Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK). Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders Job Description We are looking for a highly motivated Business Development (BD) Intern to join our team. The intern will play a crucial role in supporting our BD team by evaluating incoming leads and coordinating a strategic project for Atome's POSM deployment across PSP partner merchants. This role is ideal for someone who is detail-oriented, proactive, and eager to gain hands-on experience in business development within the fintech and payments industry. Roles &amp; Responsibilities (R&amp;R) • Lead Filtering &amp; Evaluation • Review and assess all incoming business leads from various channels (inbound inquiries, referrals, PSPs, etc.). • Conduct preliminary screening based on merchant category, business model, and potential fit with Atome. • Organize and categorize leads based on priority and suitability for further engagement by the BD team. • Maintain and update the lead database with key information and next steps. • Work closely with BD managers to ensure only high-potential leads are pursued. • Coordination of Atome POSM Redeployment Project • Assist in planning and execution of the Atome Point-of-Sale Materials (POSM) redeployment project for PSP partner merchants. • Maintain a master list of PSP partner merchants and track their POSM requirements. • Coordinate with internal stakeholders, including marketing and operations teams, to ensure smooth execution. • Liaise with PSP partners and merchants to confirm logistics and installation schedules. • Monitor deployment progress and provide regular updates to the BD team. • Support in analyzing the effectiveness of the redeployment initiative by collecting merchant feedback. • General BD Support • Assist in market research and competitor analysis to enhance BD strategies. • Support the BD team in preparing presentations, reports, and proposals. • Help in scheduling and coordinating meetings with merchants and partners. • Perform other ad hoc tasks as required to support the BD team’s goals. Requirements • Currently pursuing or recently completed a degree in Business, Marketing, Finance, or a related field. • Strong analytical and organizational skills, with attention to detail. • Excellent communication skills, both verbal and written. • Proficient in Microsoft Office (Excel, PowerPoint, Word) and Google Workspace. • Ability to work independently and as part of a team in a fast-paced environment. • Interest in fintech, e-commerce, and business development is a plus. See more",https://www.linkedin.com/jobs/view/4191906534/,[],"[""About the job About Atome Financial Headquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products: • Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands • Atome Card: A paylater anywhere card. • Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK). Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders Job Description We are looking for a highly motivated Business Development (BD) Intern to join our team. The intern will play a crucial role in supporting our BD team by evaluating incoming leads and coordinating a strategic project for Atome's POSM deployment across PSP partner merchants. This role is ideal for someone who is detail-oriented, proactive, and eager to gain hands-on experience in business development within the fintech and payments industry. Roles &amp; Responsibilities (R&amp;R) • Lead Filtering &amp; Evaluation • Review and assess all incoming business leads from various channels (inbound inquiries, referrals, PSPs, etc.). • Conduct preliminary screening based on merchant category, business model, and potential fit with Atome. • Organize and categorize leads based on priority and suitability for further engagement by the BD team. • Maintain and update the lead database with key information and next steps. • Work closely with BD managers to ensure only high-potential leads are pursued. • Coordination of Atome POSM Redeployment Project • Assist in planning and execution of the Atome Point-of-Sale Materials (POSM) redeployment project for PSP partner merchants. • Maintain a master list of PSP partner merchants and track their POSM requirements. • Coordinate with internal stakeholders, including marketing and operations teams, to ensure smooth execution. • Liaise with PSP partners and merchants to confirm logistics and installation schedules. • Monitor deployment progress and provide regular updates to the BD team. • Support in analyzing the effectiveness of the redeployment initiative by collecting merchant feedback. • General BD Support • Assist in market research and competitor analysis to enhance BD strategies. • Support the BD team in preparing presentations, reports, and proposals. • Help in scheduling and coordinating meetings with merchants and partners. • Perform other ad hoc tasks as required to support the BD team’s goals. Requirements • Currently pursuing or recently completed a degree in Business, Marketing, Finance, or a related field. • Strong analytical and organizational skills, with attention to detail. • Excellent communication skills, both verbal and written. • Proficient in Microsoft Office (Excel, PowerPoint, Word) and Google Workspace. • Ability to work independently and as part of a team in a fast-paced environment. • Interest in fintech, e-commerce, and business development is a plus. See more""]","[""About the job About Atome Financial Headquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products: • Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands • Atome Card: A paylater anywhere card. • Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK). Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders Job Description We are looking for a highly motivated Business Development (BD) Intern to join our team. The intern will play a crucial role in supporting our BD team by evaluating incoming leads and coordinating a strategic project for Atome's POSM deployment across PSP partner merchants. This role is ideal for someone who is detail-oriented, proactive, and eager to gain hands-on experience in business development within the fintech and payments industry. Roles &amp; Responsibilities (R&amp;R) • Lead Filtering &amp; Evaluation • Review and assess all incoming business leads from various channels (inbound inquiries, referrals, PSPs, etc.). • Conduct preliminary screening based on merchant category, business model, and potential fit with Atome. • Organize and categorize leads based on priority and suitability for further engagement by the BD team. • Maintain and update the lead database with key information and next steps. • Work closely with BD managers to ensure only high-potential leads are pursued. • Coordination of Atome POSM Redeployment Project • Assist in planning and execution of the Atome Point-of-Sale Materials (POSM) redeployment project for PSP partner merchants. • Maintain a master list of PSP partner merchants and track their POSM requirements. • Coordinate with internal stakeholders, including marketing and operations teams, to ensure smooth execution. • Liaise with PSP partners and merchants to confirm logistics and installation schedules. • Monitor deployment progress and provide regular updates to the BD team. • Support in analyzing the effectiveness of the redeployment initiative by collecting merchant feedback. • General BD Support • Assist in market research and competitor analysis to enhance BD strategies. • Support the BD team in preparing presentations, reports, and proposals. • Help in scheduling and coordinating meetings with merchants and partners. • Perform other ad hoc tasks as required to support the BD team’s goals. Requirements • Currently pursuing or recently completed a degree in Business, Marketing, Finance, or a related field. • Strong analytical and organizational skills, with attention to detail. • Excellent communication skills, both verbal and written. • Proficient in Microsoft Office (Excel, PowerPoint, Word) and Google Workspace. • Ability to work independently and as part of a team in a fast-paced environment. • Interest in fintech, e-commerce, and business development is a plus. See more""]",[]
4182788851,Finance Operations Analyst,Atome,"gambir, jakarta, indonesia","About the job As part of the Business Efficiency and Financial Process Optimisation team, the Detection and Monitoring function is responsible for overseeing critical activities for the business such as reconciliation, validation of transactions, and verification of business activities. The function supports the growth and performance of the business by ensuring that all transactions are legitimate risk is minimised. Position Overview The Finance Operations Analyst, will be responsible for ensuring reconciliation is done timely, and risk of fraudulent transactions are detected early. This role will have significant interactions cross-functionally, to ensure alignment across the various teams and relevant system architectures. This role will also serve to ensure that all cash movements are tracked and matched, for facilitation of proper cash management and forecasting. Success in this role would require an inclination toward process improvements, problem solving and the ability to manage various complex requirements from multiple stakeholders. Key Responsibilities • Ensure all bank statements and payment platform statements are received • Track cash balances and transaction records from backend systems • Ensure that existing systems can support various product lines in tracking transactions • End to end reconciliation for all transactions • Reporting of unmatched transactions for investigation • Continuously seek ways to improve existing processes and increase efficiency Job Requirements • Bachelor’s degree in business, Accounting and Finance, Analytics, or a related field. • Min. 2 years’ experience in Commercial Accounting is required • Strong proficiency in Microsoft Excel and other Finance Systems • Proven track record in managing high volumes of data • Ability to communicate in Mandarin would be a plus due to Chinese speaking stakeholders. • Keen to work in Fintech, with an interest in Finance and AI. See more",https://www.linkedin.com/jobs/view/4182788851/,[],"['About the job As part of the Business Efficiency and Financial Process Optimisation team, the Detection and Monitoring function is responsible for overseeing critical activities for the business such as reconciliation, validation of transactions, and verification of business activities. The function supports the growth and performance of the business by ensuring that all transactions are legitimate risk is minimised. Position Overview The Finance Operations Analyst, will be responsible for ensuring reconciliation is done timely, and risk of fraudulent transactions are detected early. This role will have significant interactions cross-functionally, to ensure alignment across the various teams and relevant system architectures. This role will also serve to ensure that all cash movements are tracked and matched, for facilitation of proper cash management and forecasting. Success in this role would require an inclination toward process improvements, problem solving and the ability to manage various complex requirements from multiple stakeholders. Key Responsibilities • Ensure all bank statements and payment platform statements are received • Track cash balances and transaction records from backend systems • Ensure that existing systems can support various product lines in tracking transactions • End to end reconciliation for all transactions • Reporting of unmatched transactions for investigation • Continuously seek ways to improve existing processes and increase efficiency Job Requirements • Bachelor’s degree in business, Accounting and Finance, Analytics, or a related field. • Min. 2 years’ experience in Commercial Accounting is required • Strong proficiency in Microsoft Excel and other Finance Systems • Proven track record in managing high volumes of data • Ability to communicate in Mandarin would be a plus due to Chinese speaking stakeholders. • Keen to work in Fintech, with an interest in Finance and AI. See more']",[],[]
4143107247,Marketing Intern,ADVANCE.AI,"singapore, singapore","About the job Company Introduction ADVANCE.AI is a leading AI company that provides digital transformation, fraud prevention, and process automation solutions for enterprise clients. ADVANCE.AI currently partners over 500 enterprise clients across banking, financial services, fintech, payment, retail and e-commerce sectors. Headquartered in Singapore, ADVANCE.AI has a global footprint across 9 markets in 3 continents. ADVANCE.AI is part of Advance Intelligence Group, an AI-driven technology company that consists of an ecosystem of AI-powered, credit-enabled products and services that includes consumer financing, digital identity verification and risk management as well as enterprise resource planning software. Founded in 2016, the Group has presence across South and Southeast Asia, Latin America and Greater China. The Group is backed by top tier investors SoftBank Vision Fund 2, Warburg Pincus, Northstar,Vision Plus Capital, Gaorong Capital, Pavilion Capital, GSR Ventures and Singapore-based global investor EDBI. ADVANCE.AI was named ASEAN Fintech winner at the 2023 Singapore Fintech Festival Global Fintech Awards for its risk management technology. Advance Intelligence Group employees are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders About The Role We're looking for a Marketing Intern to join the International Marketing Team in ADVANCE.AI. In this role, you will report to the Marketing Director. As part of the regional team, you'll need be exposed to the regional marketing activities, supporting efforts in Brand, Digital and Social Marketing, Field Marketing and Content Strategy, amongst many other marketing functions. What You Will Do • Perform market research to identify areas of opportunity for field/digital activities • Support teams to plan, develop, and execute marketing initiatives • Execute ground-level marketing activities including content creation, and social media marketing • Assist marketing managers with the preparation of marketing activities and post-activity reports • Plan and manage post-event digital outreach via our CRM • Coordinate and collect performance metrics to measure progress • Gather and prepare team updates for management meetings What You’ll Need To Succeed • Curious, fast-learning, and resourceful • Organizational skills with meticulous attention to detail • Strong communication and presentation skills • Sense of teamwork and the ability to execute programs • Ability to prioritize tasks and meet deadlines in a fast-paced environment • Self-motivated and hardworking Why You Should Join Us • Immersive hands-on experience with real-world projects. • Exposure to cutting-edge technologies and industry best practices. • A dynamic and forward-thinking work environment. • Free lunch provided with amazing choices • Hybrid working arrangements • Office situated near MRT station • Free lunch provided with amazing choices If you're ready for innovation, creativity, and growth, your journey as a Marketing Intern starts here! See more",https://www.linkedin.com/jobs/view/4143107247/,[],[],[],[]
4172215447,Operations Specialist,Atome,"kuala lumpur, federal territory of kuala lumpur, malaysia","About the job About Atome Financial Headquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products: • Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands • Atome Card: A paylater anywhere card. • Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK). Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders Job Summary We are looking for a detail-oriented and highly organized Operations Assistant/Executive to support the stamp duty submission process for Atome iCash. This role involves managing bulk stamp duty submissions, consolidating payment requests, generating reports, and providing operational support as needed. Key Responsibilities • Stamp Duty Submissions • Accurately process and submit bulk stamp duty filings to the Malaysian tax bureau. • Ensure compliance with regulatory requirements and maintain proper documentation for audit purposes. • Verify and validate all submission details to prevent discrepancies. • Payment Request Consolidation &amp; Reporting • Track and consolidate payment requests related to stamp duty submissions. • Maintain accurate records of all submissions and payments. • Generate reports to monitor submission and payment progress. • Collaborate with internal teams to resolve discrepancies or issues. • Ad Hoc Operational Support • Assist with various operational tasks as required. • Handle ad hoc requests efficiently to support business needs. Requirements • Strong attention to detail and accuracy. • Excellent organizational and time management skills. • Proficiency in Microsoft Office Suite (Excel, Word, etc.). • Ability to work independently and collaboratively in a team environment. • Fresh graduate are encourage to apply! See more",https://www.linkedin.com/jobs/view/4172215447/,[],"[""About the job About Atome Financial Headquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities. Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products: • Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands • Atome Card: A paylater anywhere card. • Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK). Our culture is built on values that are core to who we are and what we stand for: • We foster an INNOVATION mindset • We achieve results with EFFICIENCY and excellence • We take pride in the QUALITY of our work • We uphold INTEGRITY in all we do • We embrace COLLABORATION to work across business lines and borders Job Summary We are looking for a detail-oriented and highly organized Operations Assistant/Executive to support the stamp duty submission process for Atome iCash. This role involves managing bulk stamp duty submissions, consolidating payment requests, generating reports, and providing operational support as needed. Key Responsibilities • Stamp Duty Submissions • Accurately process and submit bulk stamp duty filings to the Malaysian tax bureau. • Ensure compliance with regulatory requirements and maintain proper documentation for audit purposes. • Verify and validate all submission details to prevent discrepancies. • Payment Request Consolidation &amp; Reporting • Track and consolidate payment requests related to stamp duty submissions. • Maintain accurate records of all submissions and payments. • Generate reports to monitor submission and payment progress. • Collaborate with internal teams to resolve discrepancies or issues. • Ad Hoc Operational Support • Assist with various operational tasks as required. • Handle ad hoc requests efficiently to support business needs. Requirements • Strong attention to detail and accuracy. • Excellent organizational and time management skills. • Proficiency in Microsoft Office Suite (Excel, Word, etc.). • Ability to work independently and collaboratively in a team environment. • Fresh graduate are encourage to apply! See more""]",[],[]
4186877810,Treasury Manager,Atome,"gambir, jakarta, indonesia","About the job Description • FP and A for the market, this will help us to align the model between group and local market. • Owning the cashflow process, more to Treasury role rather than cashier role. this role also can help funding day to day operation with local lenders to support the funding team.",https://www.linkedin.com/jobs/view/4186877810/,[],[],[],[]
